V1	V2
ANXA6	CATSPER3
ANXA6	CACNA2D4
ANXA6	CACNB4
ANXA6	CACNA2D3
ANXA6	CATSPERD
ANXA6	CACNA1E
ANXA6	FKBP1B
ANXA6	CHRNA2
ANXA6	CHRNA1
ANXA6	GRIA1
ANXA6	ANXA1
AIMP1	AIMP2
EPRS	AIMP2
EPRS	AIMP1
ACTB	G3BP1
ACTB	AKAP2
ACTB	CKB
ACTB	FARSB
ACTB	CCT8
ACTB	BASP1
ACTB	AIMP2
DDX39A	CSTF3
DNAJC8	CSTF3
CTNNBL1	CSTF3
CTNNBL1	DNAJC8
CIRBP	DNAJC8
CIRBP	CTNNBL1
BUD31	CSTF3
BUD31	DNAJC8
BUD31	CTNNBL1
BUD31	CIRBP
DDX41	GPATCH1
DDX41	DDX39A
DDX41	DNAJC8
DDX41	CTNNBL1
DDX41	CIRBP
DDX41	BUD31
FUS	CSTF3
FUS	DNAJC8
FUS	CTNNBL1
FUS	BUD31
FUS	DDX41
EFTUD2	GPATCH1
EFTUD2	CSTF3
EFTUD2	DNAJC8
EFTUD2	CTNNBL1
EFTUD2	CIRBP
EFTUD2	BUD31
EFTUD2	DDX41
EFTUD2	FUS
DHX15	CSTF3
DHX15	DNAJC8
DHX15	CTNNBL1
DHX15	CIRBP
DHX15	BUD31
DHX15	DDX41
DHX15	FUS
DHX15	EFTUD2
DDX5	GPATCH1
DDX5	CSTF3
DDX5	DNAJC8
DDX5	CTNNBL1
DDX5	CIRBP
DDX5	BUD31
DDX5	DDX41
DDX5	FUS
DDX5	EFTUD2
DDX5	DHX15
DDX17	DNAJC8
DDX17	CTNNBL1
DDX17	CIRBP
DDX17	BUD31
DDX17	DDX41
DDX17	FUS
DDX17	EFTUD2
DDX17	DHX15
DDX17	DDX5
CASC3	CSTF3
CASC3	DDX39A
ALYREF	GPATCH1
ALYREF	CSTF3
ALYREF	DDX39A
ALYREF	DNAJC8
ALYREF	CTNNBL1
ALYREF	CIRBP
ALYREF	BUD31
ALYREF	DDX41
ALYREF	FUS
ALYREF	EFTUD2
ALYREF	DHX15
ALYREF	DDX5
ALYREF	DDX17
ALYREF	CASC3
ELAVL1	CSTF3
ELAVL1	DNAJC8
ELAVL1	CTNNBL1
ELAVL1	BUD31
ELAVL1	FUS
ELAVL1	EFTUD2
ELAVL1	DHX15
ELAVL1	DDX5
ELAVL1	ALYREF
DAP3	GFM2
CHCHD1	GFM2
CHCHD1	DAP3
GFM1	DAP3
GFM1	CHCHD1
FAU	EEFSEC
FAU	EIF4H
EIF3K	EIF4H
EIF3K	FAU
ERAL1	GFM2
ERAL1	DAP3
ERAL1	CHCHD1
ERAL1	GFM1
EIF3D	EIF4H
EIF3D	FAU
EIF3D	EIF3K
AURKAIP1	GFM2
AURKAIP1	DAP3
AURKAIP1	CHCHD1
AURKAIP1	GFM1
AURKAIP1	ERAL1
EIF3M	EIF4H
EIF3M	FAU
EIF3M	EIF3K
EIF3M	EIF3D
EIF4A1	EIF4H
EIF4A1	FAU
EIF4A1	EIF3K
EIF4A1	EIF3D
EIF4A1	EIF3M
EIF3B	EIF4H
EIF3B	FAU
EIF3B	EIF3K
EIF3B	EIF3D
EIF3B	EIF3M
EIF3B	EIF4A1
EIF2S3	EIF4H
EIF2S3	FAU
EIF2S3	EIF3K
EIF2S3	EIF3D
EIF2S3	EIF3M
EIF2S3	EIF4A1
EIF2S3	EIF3B
EIF2S1	EIF4H
EIF2S1	FAU
EIF2S1	EIF3K
EIF2S1	EIF3D
EIF2S1	EIF3M
EIF2S1	EIF4A1
EIF2S1	EIF3B
EIF2S1	EIF2S3
EIF4G1	EIF4H
EIF4G1	FAU
EIF4G1	EIF3K
EIF4G1	EIF3D
EIF4G1	EIF3M
EIF4G1	EIF4A1
EIF4G1	EIF3B
EIF4G1	EIF2S3
EIF4G1	EIF2S1
EIF3E	EIF4H
EIF3E	FAU
EIF3E	EIF3K
EIF3E	EIF3D
EIF3E	EIF3M
EIF3E	EIF4A1
EIF3E	EIF3B
EIF3E	EIF2S3
EIF3E	EIF2S1
EIF3E	EIF4G1
DDX3X	EIF3K
DDX3X	EIF3D
DDX3X	EIF3M
DDX3X	EIF4A1
DDX3X	EIF3B
DDX3X	EIF2S1
DDX3X	EIF4G1
DDX3X	EIF3E
HIST1H3J	CD3EAP
HIST1H3J	GNL2
HIST1H3J	CMAS
HIST1H3J	ACTL6A
HIST1H3I	CD3EAP
HIST1H3I	GNL2
HIST1H3I	CMAS
HIST1H3I	ACTL6A
HIST1H3H	CD3EAP
HIST1H3H	GNL2
HIST1H3H	CMAS
HIST1H3H	ACTL6A
HIST1H3G	CD3EAP
HIST1H3G	GNL2
HIST1H3G	CMAS
HIST1H3G	ACTL6A
HIST1H3F	CD3EAP
HIST1H3F	GNL2
HIST1H3F	CMAS
HIST1H3F	ACTL6A
HIST1H3E	CD3EAP
HIST1H3E	GNL2
HIST1H3E	CMAS
HIST1H3E	ACTL6A
HIST1H3D	CD3EAP
HIST1H3D	GNL2
HIST1H3D	CMAS
HIST1H3D	ACTL6A
HIST1H3C	CD3EAP
HIST1H3C	GNL2
HIST1H3C	CMAS
HIST1H3C	ACTL6A
HIST1H3B	CD3EAP
HIST1H3B	GNL2
HIST1H3B	CMAS
HIST1H3B	ACTL6A
HIST1H3A	CD3EAP
HIST1H3A	GNL2
HIST1H3A	CMAS
HIST1H3A	ACTL6A
FTSJ3	HIST1H3J
FTSJ3	HIST1H3I
FTSJ3	HIST1H3H
FTSJ3	HIST1H3G
FTSJ3	HIST1H3F
FTSJ3	HIST1H3E
FTSJ3	HIST1H3D
FTSJ3	HIST1H3C
FTSJ3	HIST1H3B
FTSJ3	HIST1H3A
ERCC6	CD3EAP
ERCC6	HIST1H3J
ERCC6	HIST1H3I
ERCC6	HIST1H3H
ERCC6	HIST1H3G
ERCC6	HIST1H3F
ERCC6	HIST1H3E
ERCC6	HIST1H3D
ERCC6	HIST1H3C
ERCC6	HIST1H3B
ERCC6	HIST1H3A
EP300	CD3EAP
EP300	HIST1H3J
EP300	HIST1H3I
EP300	HIST1H3H
EP300	HIST1H3G
EP300	HIST1H3F
EP300	HIST1H3E
EP300	HIST1H3D
EP300	HIST1H3C
EP300	HIST1H3B
EP300	HIST1H3A
EP300	ERCC6
BRD7	ACTL6A
BRD7	HIST1H3J
BRD7	HIST1H3I
BRD7	HIST1H3H
BRD7	HIST1H3G
BRD7	HIST1H3F
BRD7	HIST1H3E
BRD7	HIST1H3D
BRD7	HIST1H3C
BRD7	HIST1H3B
BRD7	HIST1H3A
BRD7	EP300
BARD1	ERCC6
BARD1	EP300
BARD1	BRD7
ATM	ERCC6
ATM	EP300
ATM	BARD1
ATM	ATR
AGO2	HIST1H3J
AGO2	HIST1H3I
AGO2	HIST1H3H
AGO2	HIST1H3G
AGO2	HIST1H3F
AGO2	HIST1H3E
AGO2	HIST1H3D
AGO2	HIST1H3C
AGO2	HIST1H3B
AGO2	HIST1H3A
AGO1	HIST1H3J
AGO1	HIST1H3I
AGO1	HIST1H3H
AGO1	HIST1H3G
AGO1	HIST1H3F
AGO1	HIST1H3E
AGO1	HIST1H3D
AGO1	HIST1H3C
AGO1	HIST1H3B
AGO1	HIST1H3A
AGO1	AGO2
